source_file,row_number,field,raw_value,issue_type,detail,action_taken
dictee_entities.csv,58,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,59,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,60,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,61,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,62,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,63,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,64,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,65,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Object',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,67,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,67,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Group',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,68,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,68,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Group',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,69,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,69,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Group',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,71,Evidence Type,—,Evidence Type 미기재,값이 비어있거나 자리표시자(—)만 있음,"빈 문자열로 정규화, UI에서 '미기재'로 표시"
dictee_entities.csv,72,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,72,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,73,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,73,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,74,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,74,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,75,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,75,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,76,Chapter(s),—,Chapter 미기재,값이 비어있거나 자리표시자(—)만 있음,빈 배열로 처리
dictee_entities.csv,76,Evidence Type,Biographical,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,77,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,78,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
dictee_entities.csv,79,Evidence Type,Textual,도메인 스키마 위반 (P8 evidenceType),property_schema_map.csv는 evidenceType(P8)의 Domain을 'Concept'로 정의하지만 이 엔티티의 Type='Work',막지 않고 그대로 반영 (연구자 판단 대기) — dictv:evidenceType 필드는 유지
entity_qid_crosswork.csv,37,Wikibase QID,dict:concept/muse-subversion,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,38,Wikibase QID,dict:concept/novena-structure,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,39,Wikibase QID,dict:object/acupuncture-chart,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,40,Wikibase QID,dict:object/vocal-anatomy,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,41,Wikibase QID,dict:object/yu-portrait,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,42,Wikibase QID,dict:object/mother-portrait,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,43,Wikibase QID,dict:object/execution-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,44,Wikibase QID,dict:object/korea-map,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,45,Wikibase QID,dict:object/therese-joan-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,46,Wikibase QID,dict:object/dreyer-still,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,47,Wikibase QID,dict:object/cave-hand,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,48,Wikibase QID,dict:object/osaka-asahi-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,49,Wikibase QID,dict:object/melpomene-fresco,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,50,Wikibase QID,dict:object/nile-ruins-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,51,Wikibase QID,dict:object/calligraphy-nyu-nam,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,52,Wikibase QID,dict:object/calligraphy-bumo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,53,Wikibase QID,dict:object/calligraphy-dao,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,54,Wikibase QID,dict:object/handwritten-ms,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,55,Wikibase QID,dict:object/bongseonhwa,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,56,Wikibase QID,dict:object/punctuation,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,57,Wikibase QID,dict:group/tanam-press,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,58,Wikibase QID,dict:group/uc-press,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,59,Wikibase QID,dict:group/bampfa,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,61,Wikibase QID,dict:work/apparatus,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,62,Wikibase QID,dict:work/exilee,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,63,Wikibase QID,dict:work/white-dust,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,64,Wikibase QID,dict:work/aveugle-voix,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,65,Wikibase QID,dict:work/barren-cave-mute,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,66,Wikibase QID,dict:work/dreyer-joan,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,67,Wikibase QID,dict:work/dreyer-gertrud,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,68,Wikibase QID,dict:work/story-of-a-soul,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"equivalent에 추가하지 않음, 프론트엔드에서 '미등록' 배지 표시"
dictee_relationships.csv,2,relationship_property_uri,sharesNameWith,스키마 미정의 predicate,property_schema_map.csv의 공식 P1~P18 목록에 없는 predicate,버리지 않고 dictv: 네임스페이스에 그대로 기록 (연구자 검토 대기)
dictee_relationships.csv,3,relationship_property_uri,performsAs,스키마 미정의 predicate,property_schema_map.csv의 공식 P1~P18 목록에 없는 predicate,버리지 않고 dictv: 네임스페이스에 그대로 기록 (연구자 검토 대기)
dictee_relationships.csv,4,relationship_property_uri,performsAs,스키마 미정의 predicate,property_schema_map.csv의 공식 P1~P18 목록에 없는 predicate,버리지 않고 dictv: 네임스페이스에 그대로 기록 (연구자 검토 대기)
dictee_relationships.csv,7,subject_uri,https://linkedabc.com/id/person/yu-gwansoon,도메인/레인지 스키마 위반,predicate 'hasPostcolonialParallel'의 정의된 Domain='Event'이지만 실제 subject Type='Person',막지 않고 그대로 반영 (연구자 판단 대기)
dictee_relationships.csv,7,object_uri,https://linkedabc.com/id/person/jeanne-darc,도메인/레인지 스키마 위반,predicate 'hasPostcolonialParallel'의 정의된 Range='Event'이지만 실제 object Type='Person',막지 않고 그대로 반영 (연구자 판단 대기)
dictee_relationships.csv,9,relationship_property_uri,mythologicalParallelOf,스키마 미정의 predicate,property_schema_map.csv의 공식 P1~P18 목록에 없는 predicate,버리지 않고 dictv: 네임스페이스에 그대로 기록 (연구자 검토 대기)
dictee_relationships.csv,10,relationship_property_uri,mythologicalParallelOf,스키마 미정의 predicate,property_schema_map.csv의 공식 P1~P18 목록에 없는 predicate,버리지 않고 dictv: 네임스페이스에 그대로 기록 (연구자 검토 대기)
dictee_relationships.csv,11,relationship_property_uri,mythologicalParallelOf,스키마 미정의 predicate,property_schema_map.csv의 공식 P1~P18 목록에 없는 predicate,버리지 않고 dictv: 네임스페이스에 그대로 기록 (연구자 검토 대기)
