source_file,row_number,field,raw_value,issue_type,detail,action_taken
entity_qid_crosswork.csv,41,Wikibase QID,dict:object/yu-portrait,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,42,Wikibase QID,dict:object/mother-portrait,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,43,Wikibase QID,dict:object/execution-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,44,Wikibase QID,dict:object/korea-map,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,45,Wikibase QID,dict:object/therese-joan-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,46,Wikibase QID,dict:object/dreyer-still,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,47,Wikibase QID,dict:object/cave-hand,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,48,Wikibase QID,dict:object/osaka-asahi-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,49,Wikibase QID,dict:object/melpomene-fresco,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,50,Wikibase QID,dict:object/nile-ruins-photo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,51,Wikibase QID,dict:object/calligraphy-nyu-nam,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,52,Wikibase QID,dict:object/calligraphy-bumo,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,53,Wikibase QID,dict:object/calligraphy-dao,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,54,Wikibase QID,dict:object/handwritten-ms,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,55,Wikibase QID,dict:object/bongseonhwa,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,56,Wikibase QID,dict:object/punctuation,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,57,Wikibase QID,dict:group/tanam-press,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,58,Wikibase QID,dict:group/uc-press,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,59,Wikibase QID,dict:group/bampfa,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,61,Wikibase QID,dict:work/apparatus,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,62,Wikibase QID,dict:work/exilee,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,63,Wikibase QID,dict:work/white-dust,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,64,Wikibase QID,dict:work/aveugle-voix,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,65,Wikibase QID,dict:work/barren-cave-mute,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,66,Wikibase QID,dict:work/dreyer-joan,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,67,Wikibase QID,dict:work/dreyer-gertrud,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
entity_qid_crosswork.csv,68,Wikibase QID,dict:work/story-of-a-soul,QID 미확보,이 엔티티는 아직 Wikibase에 매핑되지 않음,"wikibaseUrl=null로 두고, 프론트엔드에서 '미등록' 배지 표시"
dictee_relationships.csv,15,subject_uri/object_uri,subject='https://linkedabc.com/id/event/gwangju-1980' object='\nhttps://linkedabc.com/id/event/march-first-1919',URI 필드 내 개행 문자,CSV 원본 셀에 줄바꿈이 섞여있음,공백 제거 후 매칭 시도 (원본 CSV 수정 권장)
